,coin_name,symbol,description,total_coin_supply,algorithm,proof,start_date,total_coins_mined,exchanges
2065,TakCoin,TAK,TakCoin is another coin with a mission - this time to raise awareness of human rights abuses and to encourage charity and aid. Otherwise a very standard crypto currency operating the SHA-256 algorithm with a relatively quick 30 second block time.,7515187520,SHA256,PoW/PoS,08/02/2014,,"Yobit, Cryptsy"
2066,Adshares,ADST,"Adshares is a decentralized market for programmatic advertising, providing transparency, less fraud, and reduced costs for all market participants. Adshares runs on ESC Blockchain and uses Adshares Tokens (ADST) for ad payments. Fees collected from processing payments are distributed among token holders.",12009726,,,07/07/2017,19379103.0,"Cryptopia, EtherDelta"
2067,PeerCoin,PPC,A peer-to-peer crypto-currency design derived from Satoshi Nakamoto&#39;s Bitcoin. Proof-of-Stake replaces Proof-of-Work to provide most of the network security. Under this hybrid design proof-of-work mainly provides initial minting and is largely non-essential in the long run. Security level of the network is not highly enery dependent thus providing an energy efficient and more cost-competitive peer-to-peer crypto-currency. Proof-of-Stake is based on coin age and generated by each node via a hashing scheme bearing similarity to Bitcoins but over limited search space. Block chain history and transaction settlement are further protected by a centrally broadcasted checkpoint mechanism.,,,,01/01/0001,24592051.71523635,"Bleutrade, Cryptopia, HitBTC, LiveCoin, Coinse, Cryptsy, Novaexchange, Yobit, TheRockTrading, BTER, CCEDK, TuxExchange, BitTrex, BTCE, BTC38, Jubi, Poloniex, BXinth"
2068,Kolion,KOLION,The Kolionovo Ecosystem project is aimed at creation and a large-scale testing of the model of the local economy and raising funds for the development of real production of agricultural goods and services. The KOLION token is based on the Waves blockchain and is used as the main currency in the ecosystem.,1000000,,,22/01/2017,1000000.0,Tidex
2069,BullshitCoin,BULLS,BullShitCoin is a Proof of Work/Proof of Stake cryptocurrency based on the Scrypt algorithm. It has a 19% Premine that will be used for weekly airdrops and bounties.,,Scrypt,PoW/PoS,20/12/2016,,
2070,Craftcoin,CRAFT,Craftcoin is a PoW/PoS cryptocurrency for handcrafted and customized goods. The goal is to create a website where people can trade handmade pieces or customizations for manufactured goods using CRAFT.,49411760,Scrypt,PoW/PoS,23/07/2016,,Yobit
2071,ExaByte (EXB),EXB,"ExaByte is a multi-algorithm Proof of Work cryptocurrency that can be mined through a Sha256, Scrypt or Myriad-Groestl hashing algorithm, depending on the user&#39;s mining hardware.",500000000,SHA256,PoW,01/01/0001,,Yobit
2072,Kucoin,KCS,"KCS is an Ethereum-based ERC20 token issued by the Kucoin Cryptocurrency Exchange. The token holders benefit from bonuses (50% of the total trading fees charged by the platform), trading fee discounts, and other special services.Kucoin Cryptocurrency Exchange will buy back 100 million of the 200 million total tokens issued and burned them. ",181043076 ,,,15/09/2017,181043076.000076,Kucoin
2073,Twelve Coin,TWLV,Twelve is a fast and secure cryptocurrency based on a brand new hashing algorithm- T-inside. The difficulty retargets each block - the PoS rate is 3%.,0,T-Inside,PoW/PoS,28/05/2015,,CCEX
2074,Sparks,SPK,Sparks is a cryptocurrency based on the neoscrypt algorithm.,,NeoScrypt,PoW,22/12/2017,,
2075,EthereumFog,ETF,EthereumFog is a cryptocurrency that uses the same consensus algorithm as the Ethereum.,,Ethash,PoW,01/01/0001,,
2076,BitBronze,BRONZ,BitBronze is a Proof of Work cryptocurrency that uses the Scrypt algorithm. BRONZ has a 3 minute average block time.,4502400,Scrypt,PoW,12/12/2015,,Yobit
2077,MachineCoin,MAC,Machinecoin is a free and decentralized peer-to-peer cryptocurrency that is completely open source and uses TimeTravel as a proof-of-work algorithm. Machinecoin operates with no central authority or any banks; managing transactions and the issuing of Machinecoins is carried out collectively by the network itself. Paper Wallets allow to store Machinecoins offline and even much more safer than this can be done with any fiat money. Exchanges can be used to trade Machinecoins with Bitcoins and other cryptocurrencies. Work can be done with Machinecoin either as an employer or as an employee.,35000000,Time Travel,PoW,07/01/2014,,"Cryptopia, Novaexchange"
2078,Boolberry,BBR,"Boolberry is a wild Keccak algorithm PoW crypto coin. The block interval, or target, is set to 120 seconds. The total number of coins is limited to approximately 18.5 million and the block reward reduces in a variable manner with shortening time spans between reductions.",18450000,X11,PoW,17/05/2014,10988313.409093,"Cryptopia, BitTrex, Poloniex, BTER"
2079,Cindicator,CND,,2000000005,,,03/08/2017,2000000004.6079144,"HitBTC, Binance"
2080,Obsidian,ODN,"Obsidian is a PoS cryptocurrency for popular use. It uses the more energy efficient SHA-512 hash algorithm to optimize for use on mobile devices and improved quantum computing resilience. ODN uses the proof-of-stake consensus strategy and pays a block reward of 20 ODN, which is equivalent to an interest rate of about 10%.In addition, Obsidian is the currency that powers to future Obsidian Secure Anonymous Messenger economy. The Obsidian Secure Anonymous Messenger allows for sending end-to-end encrypted messages, media, and files and is optimized for anonymity of communication and metadata protection/avoidance and does not require any user accounts, phone number or personal email address which could identify its users. The message transport will be accomplished by a decentralized network of special messaging masternodes that can be run by anyone by simply installing the respective software. Running messaging masternodes will be rewarded in Obsidian currency, so that messenger users and messenger masternode hosters form an economy which is independent from any company or country and maintained only by the open source community.Obsidian has an active Slack community in English with channels in русский and 中文, which welcomes traders, entrepreneurs, developers and everyone interested in science and innovation to share knowledge and learn.According to the White Paper, the current circulating supply is 24.4M.",91388946,SHA-512,PoS,24/08/2017,25000000.0,"CCEX, Cryptopia, HitBTC"
2081,Monaco,MCO,"The functionality of Monaco VISA® Card makes it a must-have item not only for every Ether or Bitcoin holder, but also for everyone who spends money in foreign currency. Core features: - Spend your Ether or Bitcoin with a physical Monaco VISA® Card, wherever VISA® cards are accepted, both online &amp; offline - Only the exact amount that you spend with your Monaco VISA® Card will be incrementally exchanged from ETH/BTC in real-time when you swipe your card, with rest being securely stored in your wallet to which only you have access - Exchange money at perfect interbank exchange rates using Monaco App - Enjoy the same perfect interbank rates whenever you spend on Monaco VISA® Card  - Sending money between Monaco App users is free &amp; real-time, with the money being instantly available for the recipient on their Monaco VISA® Card - Customer onboarding can be done entirely via the mobile App – a process taking less than 3 minutes",31587682.3632061,,,18/05/2017,31587682.3632061,"Binance, CCEX, Yobit, EtherDelta, HuobiPro, Gateio, BitTrex, OKEX, LiveCoin, Liqui, Tidex, HitBTC, Gatecoin"
2082,Authorship,ATS,"Authorship (ATS) is a platform that will leverage the Ethereum blockchain to provide a new operating model for the book industry. Authorship seeks to close the gap between authors, readers, publishers, and translators creating a platform where all the referred intervenients can share their content.The ATS token will have several functionalities. For example, token holders will be able to buy books or even receive a monthly basis reward (for authors/translators).",100000000,,,01/08/2017,100000000.0,"HitBTC, EtherDelta"
2083,Sentaro,SEN,Sentaro is a Scrypt PoW/PoS cryptocurrency. It has a 60 second block time and 1% PoS reward. Users can host Masternodes if they have a 5000 SEN collateral.,,Scrypt,PoW/PoS,13/06/2015,,Yobit
2084,Cryptokenz,CYT,Cryptokenz is a PoS cryptocurrency that will used in product/project funding by the CYT team. Cryptokenz plans to be attatched to it&#39;s own unique brand of hard/software products.,,PoS,PoS,13/09/2015,,Yobit
2085,ARNA Panacea,ARNA*,"ARNA Panacea is a Biotech Decentralized Solution, Powered by the Ethereum Blockchain. The platform allows for the processing of clinical trials data, support for researchers during R&amp;D phase and a marketplace for all types of market participants involved in clinical trials as well as direct sales of final biotech products to customers (patients). The ARNA Panacea platform is powered by the ARNA token, an ERC20 token based on the Ethereum blockchain.",1000000000,,,15/09/2017,,
